,Train MSE,Val MSE
0,253.05049977983748,44.966435241699216
1,30.06891463143485,48.1135612487793
2,25.133473491668703,33.42967389424642
3,23.87886549404689,19.039627647399904
4,20.993629380634854,34.799320983886716
5,20.878527307510375,80.34185994466146
6,19.590596635001045,83.07387466430664
7,18.016948659079414,31.883906173706055
8,19.73333830833435,36.39808718363444
9,16.755428988592964,19.366064580281577
10,17.70757461275373,59.367635854085286
11,15.577810866492134,10.946852175394694
12,16.627017893110004,34.07568550109863
13,14.527426491464887,19.638483428955077
14,14.653221096311297,16.636654154459634
15,13.943639619009835,18.849801317850748
16,13.612490255492075,24.118558883666992
17,13.838429151262556,30.10583635965983
18,12.845248062270029,11.105213101704916
19,12.222217661993843,19.336128997802735
20,13.562587581362044,63.301100158691405
21,11.146799468994141,14.351048151652018
22,12.103838525499617,25.5845770517985
23,11.320049929618836,39.69186604817708
24,10.78566700049809,25.17632153828939
25,11.177772535596574,19.26418463389079
26,10.97286560535431,21.22398452758789
27,12.066537962641036,15.629076512654622
28,9.974025290352957,12.851022148132325
29,11.309959033557346,8.068204021453857
30,10.713807865551539,64.5615743001302
31,10.338437795639038,25.397128041585287
32,9.585629054478236,21.66540667215983
33,9.876155614852905,26.988615417480467
34,9.39949449130467,15.7309175491333
35,9.764954696382794,25.04395078023275
36,9.735678124427796,10.311877695719401
37,9.536290839740209,22.791108322143554
38,9.70489628996168,14.153189659118652
39,9.572898987361363,21.6259282430013
40,8.67902787753514,20.018108367919922
41,9.948152201516288,21.13480141957601
42,9.413691469601222,11.559974479675294
43,9.337348995889936,17.671018028259276
44,8.624659463337489,27.168029276529946
45,8.577581644058228,19.535042889912923
46,9.110343973977225,19.586634000142414
47,9.180447810036796,19.24635581970215
48,8.45858233656202,37.397875213623045
49,9.93716720512935,9.810242207845052
50,9.076199528149196,9.99480775197347
51,8.919366768428258,9.749404843648275
52,8.704997062683105,12.695723215738932
53,8.776141657148088,13.036074447631837
54,8.645710505758013,13.837755012512208
55,8.594422565187728,18.947691218058267
56,8.322678894656045,14.113785616556804
57,7.984565533910479,10.818465677897136
58,8.773171026366098,11.01307544708252
59,7.945822211674281,14.164320309956869
60,7.63850576877594,12.775711377461752
61,8.298609283992223,10.351300621032715
62,7.736290403774807,21.675900014241538
63,8.163378814288548,14.022267850240071
64,7.858279149872916,27.29524943033854
65,8.126963790825435,11.278569475809734
66,8.229276936394827,16.987653541564942
67,7.999389110292707,9.344967047373453
68,7.997993491377149,9.623649915059408
69,8.131277203559875,16.542924435933433
70,7.242886464936393,28.508426411946616
71,8.236221209594182,12.89527956644694
72,7.509292699609484,19.612460962931316
73,7.59550929580416,11.088141632080077
74,7.253319890158517,11.688382148742676
75,7.6807741522789,15.07845204671224
76,7.489884175573077,13.026888879140218
77,7.135020307132176,18.597150357564292
78,7.341672851358141,17.396628697713215
79,7.534014226709093,6.848104127248129
80,7.9082681570734294,10.99681765238444
81,7.130396515982492,12.760758399963379
82,7.597082935060773,16.76537494659424
83,6.981504043510982,11.278409894307455
84,7.153687068394253,7.702074495951335
85,7.740636365754264,11.953363863627116
86,7.1000450628144405,12.640170160929362
87,7.205158376693726,10.67110637029012
88,7.0978008678981235,14.305587005615234
89,6.979378065041133,9.523099168141682
90,7.352781323024205,15.575687726338705
91,7.203329512051174,12.86633669535319
92,6.869814000810895,8.886723963419596
93,6.745996170384544,6.8445976575215655
94,7.053764498233795,13.445234680175782
95,6.925274496419089,8.898474057515463
96,6.819096107142312,7.586458492279053
97,6.9555074419294085,12.077747853597005
98,7.059845881802695,12.877191670735677
99,6.890862260546003,12.158012199401856
